name,categorie,tier,score_excel,ats,slug,careers_url,statut
MAIF Avenir,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Michelin Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Motier Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Orange Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Proparco,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Publicis Finance,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
RATP Capital Innovation,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Saint-Gobain Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
SEB Alliance,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
SNCF Digital Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
TotalEnergies Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Unibail-Rodamco-Westfield,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Valeo Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Veolia Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Vivendi Finance,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
123 Investment Managers,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
199 Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
21 Centrale Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
21 Invest France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
2A Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
3i France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
50 Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
50 Partners Health,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aalps Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Abergel Associés,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Access Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ACE Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ACG Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Activa,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Actoria,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Adagia Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Adaxtra Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
AdBio Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Adeva,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Adicial,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Adna Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Advent France Biotechnology,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Afival,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Africinvest Europe,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
AIX Investment Group,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Allenor Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alliance Entreprendre,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Allianz X France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Allinvest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alma Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aloe Private Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alpes Capital Innovation,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alpha Private Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alter Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alto Invest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Altur Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Alven,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Amethis,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Anaxago Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Andera Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Angelor,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aonia Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
AP Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Apicap,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aplitec,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Approbans,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aquasourca,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aquiti Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arc Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arcéane,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ARCHIMED,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arganto,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Argos Fund,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aristea,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arkarys,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arkéa Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Arts Et Biens,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aster Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ATFIS,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Athos Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Atream,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Audacia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
AUDENTIA CAPITAL Group,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Auriga Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Aurys,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Auxitex,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
A-Venture,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
AXA Venture Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Axemedia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Axio Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Axonia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
B & Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Banque Populaire Auvergne Rhône Alpes,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Barber Hauler Capital Advisers,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Bati Defi,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BAYCAP,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Becouze,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Bee Up Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BEX Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BFG CAPITAL,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BlackFin Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BlackFin Tech,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Blanche Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Blueprint Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BlueSword,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Bpifrance Deeptech,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Breega,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Breizh Rebond,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Butler Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
BV CAPITAL AFRICA,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cabinet Richemont,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cadenac,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cairn Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Calcium Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Camerone Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capagro,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CapDécisif Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capelia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Caphorn Invest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capital Croissance,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capital Export,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capital Grand Est,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Capitem Partenaires,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Carmine Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cathay Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CDC Croissance,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CDG Invest Growth,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Centre Capital Développement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CFI France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CITA Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Citizen Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
City Star Industry Investment,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cobalt Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cobepa,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cofiloisirs,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cogep,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cogeparc,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cohesium Entrepreneurs,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Colbert Développement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Connect Pro,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Crédit Agricole Régions - Carvest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Credit Mutuel Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Crédit Mutuel Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Croissance Partenaires,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
CY Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Cygnum Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Daphni,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
DCP Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
DD&A Company,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Demea Sustainable Investment,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Deomenos,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Deva Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Ecap Partner,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Eiffel IG,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
EIFFEL Investment Group,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Elaia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Elaia Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Elephants & Ventures / Hardware Club,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Elige Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Elvaston Capital Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Entrepreneur Venture,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Éponyme Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Epopée Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Equalis Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Equinox Industries,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Equitis Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Esfin Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
E-Spring Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Eurefi,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Euro Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Exocea,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Expansinvest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Expen,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Experienced Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Extendam,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Extens,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Fa Dièse,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Fair West,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Femuqui Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Fidexpert,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
FIGEC,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Financière Florentine,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Financière Monceau,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Financière Pouyanne,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Finorpa,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Finorpa Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Finovam Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
FirstCap Equity Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Fiteco,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Five Arrows,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
FnB Private Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Foreis,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Fort Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Founders Future,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
FrenchFood Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Frst,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Galia Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Galiena Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Garibaldi Participations,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
GEI - Poincaré Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Geneo Capital Entrepreneur,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Generis Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Gimv,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
GO Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Good Founders,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Gottengreen,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Great Hill Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Groupe Cesacq,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Groupe Dedia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Groupe IRD,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Growth Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
GUILD CAPITAL,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Hi Inov,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Hôtel Investissement Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
iBionext,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Ici Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Idawa Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
I-Deal Development,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IDI,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IDIA,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IDIA Capital Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Idinvest Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Impact Expansion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Impact Fundry,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IMPACT Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inco Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Indigo Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inflexion Points Technology Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inflexion Points Technology Partners (IPTP),Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Infravia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Ingefin,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Initia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Innovacom,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Innovafonds,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inocap,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inspirit Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Inter Invest Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Intuitu Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Invesis,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
InVivo Invest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IRD Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IRDI Capital Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IRDI Soridec Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Iris Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IRPAC,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ISAI,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
ISAI Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Isati Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Isatis Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
IT-Translation,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
iXO Private Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Jacana Invest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
JMYX Holding,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Jolt Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kane Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
K'Développement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kerala Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kickston,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kima Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Korelya Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kreaxi,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kross Partner,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Kurma Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
La Compagnie Financière du Lion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Lazard Elaia Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Lazard France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LBO France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LeFonds Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
l'Eprevier Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LEVY CAPITAL PARTNERS,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LFC Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LFPI,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Linkapital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LT Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
LVB Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
M Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Matignon Investissement et Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Mawenzi Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Maydane Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
MBO Partenaires,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
MBO+,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Merieux Equity Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
MML Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
MML Capital Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Momentum Invest,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Montefiore Investment,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Motion Equity Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Multeam,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Multicroissance,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Naxicap Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
NCI,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
NewAlpha Verto,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Newfund,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
NEXO Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
NextStage AM,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
NiXEN,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Nord Capital Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Nord Capital Partenaires,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Nord Croissance,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Odeis,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Odelia Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Odiceo,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Odyssee Venture,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Omnes Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
OneStone,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
OpenAxis,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Openstone,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Opione,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Opsione,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Orfite,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Ouest Croissance,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
OVNI Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
OZERUS,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
P2C Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Palatine,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Paluel-Marmont Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Paris Angels Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Partech,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Partech Growth,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Parvilla,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Paxter,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Pays de la Loire Participations,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Pechel Industries,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Phillimore,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
PKF Arsilon,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Platina,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Platina Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Pléiade Investissement,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Pléiade Venture,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
PolEquity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Potentia Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Prasuta Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Quadrille Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Rainmakers & Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Raise Impact,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
RBA Groupe,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Reach Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Reach Capital | Private Assets Advisor,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Re-Sources Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Revaia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Rhone Alpes PME Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Ring Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Saci Reberty,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Samothrace,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Séné & Cie,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sénévé Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Serena,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Serena Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sevenstones,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Side Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sigma Gestion,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Siparex,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Smalt Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Smart Entrepreneurs Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sofimac Investment Managers,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sofinnova Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sofipaca,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Solexia,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Sopagex,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Soregor,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Source Ventures,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Spadel Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
SPE Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Spring Lab,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
SR Investment Partners,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Starquest Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Stella - Private Equity,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Super Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Synercom France,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
Tertium Management,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
TH Global Capital,Fonds PE / VC (mid),cible,48.4,,,,a_enrichir
